question,name,title,necessity,script,data,png,svg
q1,bottleneck_analysis,原报告局部边界价值图,历史报告，正文优先使用新图,src/plots/q1_legacy.py,outputs/q1_current/raw;outputs/q1_current/processed,outputs/processed/q1/bottleneck_analysis.png,outputs/processed/q1/bottleneck_analysis.svg
q2,timeseries_7d,连续7天原始功率,第二问数据诊断，按其章节选用,src/plots/q2.py,outputs/processed/q2/timeseries.csv,outputs/processed/q2/figures/timeseries_7d.png,outputs/processed/q2/figures/timeseries_7d.svg
q2,timeseries_30d,连续30天原始功率,第二问数据诊断，按其章节选用,src/plots/q2.py,outputs/processed/q2/timeseries.csv,outputs/processed/q2/figures/timeseries_30d.png,outputs/processed/q2/figures/timeseries_30d.svg
q2,annual_heatmaps,全年日期—时间热力图,第二问数据诊断，按其章节选用,src/plots/q2.py,outputs/processed/q2/timeseries.csv,outputs/processed/q2/figures/annual_heatmaps.png,outputs/processed/q2/figures/annual_heatmaps.svg
q2,monthly_profiles,12个月平均日曲线,第二问数据诊断，按其章节选用,src/plots/q2.py,outputs/processed/q2/full_year_profiles.csv,outputs/processed/q2/figures/monthly_profiles.png,outputs/processed/q2/figures/monthly_profiles.svg
q2,weekday_profiles,星期平均日曲线,第二问数据诊断，按其章节选用,src/plots/q2.py,outputs/processed/q2/full_year_profiles.csv,outputs/processed/q2/figures/weekday_profiles.png,outputs/processed/q2/figures/weekday_profiles.svg
q2,weekday_weekend,工作日与周末平均日曲线,第二问数据诊断，按其章节选用,src/plots/q2.py,outputs/processed/q2/full_year_profiles.csv,outputs/processed/q2/figures/weekday_weekend.png,outputs/processed/q2/figures/weekday_weekend.svg
q2,acf_pacf,自相关与Burg偏自相关,第二问数据诊断，按其章节选用,src/plots/q2.py,outputs/processed/q2/full_year_acf_pacf.csv,outputs/processed/q2/figures/acf_pacf.png,outputs/processed/q2/figures/acf_pacf.svg
q2,spectra,日周周期频谱验证,第二问数据诊断，按其章节选用,src/plots/q2.py,outputs/processed/q2/full_year_spectrum.csv;outputs/processed/q2/full_year_spectral_targets.csv,outputs/processed/q2/figures/spectra.png,outputs/processed/q2/figures/spectra.svg
q2,monthly_stability,月度周期稳定性,第二问数据诊断，按其章节选用,src/plots/q2.py,outputs/processed/q2/full_year_monthly_stability.csv,outputs/processed/q2/figures/monthly_stability.png,outputs/processed/q2/figures/monthly_stability.svg
q2,seasonal_moments,季节处理后的月度均值与波动,第二问数据诊断，按其章节选用,src/plots/q2.py,outputs/processed/q2/full_year_transformed_monthly_moments.csv;outputs/processed/q2/full_year_stationarity_tests.csv,outputs/processed/q2/figures/seasonal_moments.png,outputs/processed/q2/figures/seasonal_moments.svg
q2,daily_peaks,每日峰值与峰值时刻,第二问数据诊断，按其章节选用,src/plots/q2.py,outputs/processed/q2/full_year_daily_statistics.csv,outputs/processed/q2/figures/daily_peaks.png,outputs/processed/q2/figures/daily_peaks.svg
