formula_id,paper_path,paper_start_line,paper_end_line,formula,meaning,code_path,code_line,code_statement,unit_test_path,unit_test_line,unit_test,runtime_evidence_in_generation
F019,docs/1/final/第一问_MILP_边际价值强化版.md,180,184,"\boxed{
L_t=P_t^L\Delta t
}",ZOH等效常量与单位转换,src/q1/model.py,107,"""load_kwh"": pl * DT, ""pv_kwh"": ppv * DT})",src/q1/test_q1.py,36,test_time_and_unit_examples,inputs/processed/timeseries.csv
F020,docs/1/final/第一问_MILP_边际价值强化版.md,188,195,"S_t
=
\int_{(t-1)\Delta t}^{t\Delta t}
P^{PV}(\tau)\,d\tau
=
P_t^{PV}\Delta t,",ZOH等效常量与单位转换,src/q1/model.py,107,"""load_kwh"": pl * DT, ""pv_kwh"": ppv * DT})",src/q1/test_q1.py,36,test_time_and_unit_examples,inputs/processed/timeseries.csv
F021,docs/1/final/第一问_MILP_边际价值强化版.md,199,203,"\boxed{
S_t=P_t^{PV}\Delta t
}",ZOH等效常量与单位转换,src/q1/model.py,107,"""load_kwh"": pl * DT, ""pv_kwh"": ppv * DT})",src/q1/test_q1.py,36,test_time_and_unit_examples,inputs/processed/timeseries.csv
F023,docs/1/final/第一问_MILP_边际价值强化版.md,219,221,P_{\max}=5000\text{ kW}.,紧物理功率上界,src/q1/model.py,18,Q_MAX = 5000 * DT  # 用户确认精确公式；833.3333 仅作显示。,src/q1/test_analysis.py,148,test_independent_power_limits_and_csv_nonfinite_rejected,inputs/processed/parameters.json#max_energy_kwh
F024,docs/1/final/第一问_MILP_边际价值强化版.md,225,229,"Q_{\max}
=
P_{\max}\Delta t",紧物理功率上界,src/q1/model.py,18,Q_MAX = 5000 * DT  # 用户确认精确公式；833.3333 仅作显示。,src/q1/test_analysis.py,148,test_independent_power_limits_and_csv_nonfinite_rejected,inputs/processed/parameters.json#max_energy_kwh
F025,docs/1/final/第一问_MILP_边际价值强化版.md,233,239,"Q_{\max}
=
5000\times\frac16
=\frac{5000}{6}\text{ kWh}\approx
833.3333\text{ kWh}.",紧物理功率上界,src/q1/model.py,18,Q_MAX = 5000 * DT  # 用户确认精确公式；833.3333 仅作显示。,src/q1/test_analysis.py,148,test_independent_power_limits_and_csv_nonfinite_rejected,inputs/processed/parameters.json#max_energy_kwh
F026,docs/1/final/第一问_MILP_边际价值强化版.md,243,247,"\boxed{
Q_{\max}=\frac{5000}{6}\text{ kWh}\approx833.3333\text{ kWh}
}",紧物理功率上界,src/q1/model.py,18,Q_MAX = 5000 * DT  # 用户确认精确公式；833.3333 仅作显示。,src/q1/test_analysis.py,148,test_independent_power_limits_and_csv_nonfinite_rejected,inputs/processed/parameters.json#max_energy_kwh
F064,docs/1/final/第一问_MILP_边际价值强化版.md,631,633,Q_{\max}=\frac{5000}{6}\text{ kWh}\approx833.3333\text{ kWh}.,紧物理功率上界,src/q1/model.py,18,Q_MAX = 5000 * DT  # 用户确认精确公式；833.3333 仅作显示。,src/q1/test_analysis.py,148,test_independent_power_limits_and_csv_nonfinite_rejected,inputs/processed/parameters.json#max_energy_kwh
F083,docs/1/final/第一问_MILP_边际价值强化版.md,819,825,"Q_{\max}
=
5000\times\frac16
=\frac{5000}{6}\text{ kWh}\approx
833.3333\text{ kWh},",紧物理功率上界,src/q1/model.py,18,Q_MAX = 5000 * DT  # 用户确认精确公式；833.3333 仅作显示。,src/q1/test_analysis.py,148,test_independent_power_limits_and_csv_nonfinite_rejected,inputs/processed/parameters.json#max_energy_kwh
F136,docs/1/final/第一问_MILP_边际价值强化版.md,1334,1336,P_{\max}=5000\text{ kW}.,紧物理功率上界,src/q1/model.py,18,Q_MAX = 5000 * DT  # 用户确认精确公式；833.3333 仅作显示。,src/q1/test_analysis.py,148,test_independent_power_limits_and_csv_nonfinite_rejected,inputs/processed/parameters.json#max_energy_kwh
F027,docs/1/final/第一问_MILP_边际价值强化版.md,259,261,C_t,变量定义与输出列,src/q1/model.py,131,"names = (""G"", ""C"", ""D"", ""E"", ""W"", ""u"")",src/q1/test_q1.py,144,test_export_csv_matches_all_variables_and_inputs,raw/solution_main.json
F028,docs/1/final/第一问_MILP_边际价值强化版.md,267,269,D_t,变量定义与输出列,src/q1/model.py,131,"names = (""G"", ""C"", ""D"", ""E"", ""W"", ""u"")",src/q1/test_q1.py,144,test_export_csv_matches_all_variables_and_inputs,raw/solution_main.json
F030,docs/1/final/第一问_MILP_边际价值强化版.md,281,283,"C_t,",变量定义与输出列,src/q1/model.py,131,"names = (""G"", ""C"", ""D"", ""E"", ""W"", ""u"")",src/q1/test_q1.py,144,test_export_csv_matches_all_variables_and_inputs,raw/solution_main.json
F032,docs/1/final/第一问_MILP_边际价值强化版.md,293,295,"D_t,",变量定义与输出列,src/q1/model.py,131,"names = (""G"", ""C"", ""D"", ""E"", ""W"", ""u"")",src/q1/test_q1.py,144,test_export_csv_matches_all_variables_and_inputs,raw/solution_main.json
F043,docs/1/final/第一问_MILP_边际价值强化版.md,426,428,E_t,变量定义与输出列,src/q1/model.py,131,"names = (""G"", ""C"", ""D"", ""E"", ""W"", ""u"")",src/q1/test_q1.py,144,test_export_csv_matches_all_variables_and_inputs,raw/solution_main.json
F078,docs/1/final/第一问_MILP_边际价值强化版.md,731,733,G_t.,变量定义与输出列,src/q1/model.py,131,"names = (""G"", ""C"", ""D"", ""E"", ""W"", ""u"")",src/q1/test_q1.py,144,test_export_csv_matches_all_variables_and_inputs,raw/solution_main.json
F029,docs/1/final/第一问_MILP_边际价值强化版.md,275,277,"\eta_c,\qquad \eta_d.",充电效率与状态方程,src/q1/model.py,165,"a[n + t, index[""C""][t]] = -eta_c",src/q1/test_review.py,42,test_independent_efficiencies_analytical_case,raw/validation.json#main/metrics/11.2_soc_max_abs_kwh
F031,docs/1/final/第一问_MILP_边际价值强化版.md,287,289,\eta_cC_t.,充电效率与状态方程,src/q1/model.py,165,"a[n + t, index[""C""][t]] = -eta_c",src/q1/test_review.py,42,test_independent_efficiencies_analytical_case,raw/validation.json#main/metrics/11.2_soc_max_abs_kwh
F033,docs/1/final/第一问_MILP_边际价值强化版.md,299,301,\frac{D_t}{\eta_d}.,充电效率与状态方程,src/q1/model.py,165,"a[n + t, index[""C""][t]] = -eta_c",src/q1/test_review.py,42,test_independent_efficiencies_analytical_case,raw/validation.json#main/metrics/11.2_soc_max_abs_kwh
F034,docs/1/final/第一问_MILP_边际价值强化版.md,305,315,"\boxed{
E_t
=
E_{t-1}
+
\eta_cC_t
-
\frac{D_t}{\eta_d}
}",充电效率与状态方程,src/q1/model.py,165,"a[n + t, index[""C""][t]] = -eta_c",src/q1/test_review.py,42,test_independent_efficiencies_analytical_case,raw/validation.json#main/metrics/11.2_soc_max_abs_kwh
F036,docs/1/final/第一问_MILP_边际价值强化版.md,327,337,"\boxed{
E_t
=
E_{t-1}
+
0.9C_t
-
\frac{D_t}{0.9}
}",充电效率与状态方程,src/q1/model.py,165,"a[n + t, index[""C""][t]] = -eta_c",src/q1/test_review.py,42,test_independent_efficiencies_analytical_case,raw/validation.json#main/metrics/11.2_soc_max_abs_kwh
F052,docs/1/final/第一问_MILP_边际价值强化版.md,521,531,"\boxed{
E_t
=
E_{t-1}
+
\eta_cC_t
-
\frac{D_t}{\eta_d}
}",充电效率与状态方程,src/q1/model.py,165,"a[n + t, index[""C""][t]] = -eta_c",src/q1/test_review.py,42,test_independent_efficiencies_analytical_case,raw/validation.json#main/metrics/11.2_soc_max_abs_kwh
F055,docs/1/final/第一问_MILP_边际价值强化版.md,547,555,"E_t
=
E_{t-1}
+
0.9C_t
-
\frac{D_t}{0.9}.",充电效率与状态方程,src/q1/model.py,165,"a[n + t, index[""C""][t]] = -eta_c",src/q1/test_review.py,42,test_independent_efficiencies_analytical_case,raw/validation.json#main/metrics/11.2_soc_max_abs_kwh
F029,docs/1/final/第一问_MILP_边际价值强化版.md,275,277,"\eta_c,\qquad \eta_d.",独立放电效率与状态方程,src/q1/model.py,166,"a[n + t, index[""D""][t]] = 1 / eta_d",src/q1/test_review.py,42,test_independent_efficiencies_analytical_case,raw/validation.json#main/metrics/11.2_soc_max_abs_kwh
F031,docs/1/final/第一问_MILP_边际价值强化版.md,287,289,\eta_cC_t.,独立放电效率与状态方程,src/q1/model.py,166,"a[n + t, index[""D""][t]] = 1 / eta_d",src/q1/test_review.py,42,test_independent_efficiencies_analytical_case,raw/validation.json#main/metrics/11.2_soc_max_abs_kwh
F033,docs/1/final/第一问_MILP_边际价值强化版.md,299,301,\frac{D_t}{\eta_d}.,独立放电效率与状态方程,src/q1/model.py,166,"a[n + t, index[""D""][t]] = 1 / eta_d",src/q1/test_review.py,42,test_independent_efficiencies_analytical_case,raw/validation.json#main/metrics/11.2_soc_max_abs_kwh
F034,docs/1/final/第一问_MILP_边际价值强化版.md,305,315,"\boxed{
E_t
=
E_{t-1}
+
\eta_cC_t
-
\frac{D_t}{\eta_d}
}",独立放电效率与状态方程,src/q1/model.py,166,"a[n + t, index[""D""][t]] = 1 / eta_d",src/q1/test_review.py,42,test_independent_efficiencies_analytical_case,raw/validation.json#main/metrics/11.2_soc_max_abs_kwh
F036,docs/1/final/第一问_MILP_边际价值强化版.md,327,337,"\boxed{
E_t
=
E_{t-1}
+
0.9C_t
-
\frac{D_t}{0.9}
}",独立放电效率与状态方程,src/q1/model.py,166,"a[n + t, index[""D""][t]] = 1 / eta_d",src/q1/test_review.py,42,test_independent_efficiencies_analytical_case,raw/validation.json#main/metrics/11.2_soc_max_abs_kwh
F052,docs/1/final/第一问_MILP_边际价值强化版.md,521,531,"\boxed{
E_t
=
E_{t-1}
+
\eta_cC_t
-
\frac{D_t}{\eta_d}
}",独立放电效率与状态方程,src/q1/model.py,166,"a[n + t, index[""D""][t]] = 1 / eta_d",src/q1/test_review.py,42,test_independent_efficiencies_analytical_case,raw/validation.json#main/metrics/11.2_soc_max_abs_kwh
F055,docs/1/final/第一问_MILP_边际价值强化版.md,547,555,"E_t
=
E_{t-1}
+
0.9C_t
-
\frac{D_t}{0.9}.",独立放电效率与状态方程,src/q1/model.py,166,"a[n + t, index[""D""][t]] = 1 / eta_d",src/q1/test_review.py,42,test_independent_efficiencies_analytical_case,raw/validation.json#main/metrics/11.2_soc_max_abs_kwh
F035,docs/1/final/第一问_MILP_边际价值强化版.md,319,323,"\boxed{
\eta_c=\eta_d=0.9.
}",主效率口径,src/q1/model.py,35,"SCENARIOS = {""main"": 0.90, ""eta085"": 0.85, ""eta095"": 0.95,",src/q1/test_q1.py,28,test_all_actual_scenarios,raw/solution_main.json#eta_c
F054,docs/1/final/第一问_MILP_边际价值强化版.md,541,543,\eta_c=\eta_d=0.9.,主效率口径,src/q1/model.py,35,"SCENARIOS = {""main"": 0.90, ""eta085"": 0.85, ""eta095"": 0.95,",src/q1/test_q1.py,28,test_all_actual_scenarios,raw/solution_main.json#eta_c
F084,docs/1/final/第一问_MILP_边际价值强化版.md,829,831,\eta_c=\eta_d=0.9.,主效率口径,src/q1/model.py,35,"SCENARIOS = {""main"": 0.90, ""eta085"": 0.85, ""eta095"": 0.95,",src/q1/test_q1.py,28,test_all_actual_scenarios,raw/solution_main.json#eta_c
F126,docs/1/final/第一问_MILP_边际价值强化版.md,1233,1235,"\eta_c=\eta_d=0.9,",主效率口径,src/q1/model.py,35,"SCENARIOS = {""main"": 0.90, ""eta085"": 0.85, ""eta095"": 0.95,",src/q1/test_q1.py,28,test_all_actual_scenarios,raw/solution_main.json#eta_c
F147,docs/1/final/第一问_MILP_边际价值强化版.md,1469,1471,"\eta_c=\eta_d=0.9,",主效率口径,src/q1/model.py,35,"SCENARIOS = {""main"": 0.90, ""eta085"": 0.85, ""eta095"": 0.95,",src/q1/test_q1.py,28,test_all_actual_scenarios,raw/solution_main.json#eta_c
F037,docs/1/final/第一问_MILP_边际价值强化版.md,355,357,W_t\ge0,弃光范围,src/q1/model.py,139,"upper[index[""W""]] = pv",src/q1/test_q1.py,136,test_curtailment_is_available_when_absorption_is_limited,raw/validation.json#main/metrics/11.7_curtail_bound_violation_kwh
F039,docs/1/final/第一问_MILP_边际价值强化版.md,369,373,"\boxed{
0\le W_t\le S_t.
}",弃光范围,src/q1/model.py,139,"upper[index[""W""]] = pv",src/q1/test_q1.py,136,test_curtailment_is_available_when_absorption_is_limited,raw/validation.json#main/metrics/11.7_curtail_bound_violation_kwh
F038,docs/1/final/第一问_MILP_边际价值强化版.md,363,365,S_t-W_t.,有效光伏,src/q1/model.py,243,"""11.1_balance_max_abs_kwh"": float(np.max(np.abs(g + pv - w + d - load - c))),",src/q1/test_q1.py,71,test_corrupted_schedules_rejected,raw/validation.json#main/metrics/11.1_balance_max_abs_kwh
F045,docs/1/final/第一问_MILP_边际价值强化版.md,457,459,"G_t,C_t,D_t,W_t\ge0,",变量非负性,src/q1/model.py,136,"lower, upper = np.zeros(size), np.full(size, np.inf)",src/q1/test_q1.py,71,test_corrupted_schedules_rejected,raw/validation.json#main/metrics/11.6_nonnegative_violation_kwh
F046,docs/1/final/第一问_MILP_边际价值强化版.md,461,463,"u_t\in\{0,1\}.",二元域,src/q1/model.py,155,"integer[index[""u""]] = 1",src/q1/test_review.py,87,test_binary_tolerance_is_independent_of_physical,raw/validation.json#main/metrics/9_binary_distance
F068,docs/1/final/第一问_MILP_边际价值强化版.md,655,657,"u_t\in\{0,1\}.",二元域,src/q1/model.py,155,"integer[index[""u""]] = 1",src/q1/test_review.py,87,test_binary_tolerance_is_independent_of_physical,raw/validation.json#main/metrics/9_binary_distance
F096,docs/1/final/第一问_MILP_边际价值强化版.md,949,951,"u_t\in\{0,1\}",二元域,src/q1/model.py,155,"integer[index[""u""]] = 1",src/q1/test_review.py,87,test_binary_tolerance_is_independent_of_physical,raw/validation.json#main/metrics/9_binary_distance
F056,docs/1/final/第一问_MILP_边际价值强化版.md,563,565,"12000\text{ kWh},",额定容量用于比例显示，不替代安全上限,src/q1/model.py,291,"row[""soc_fraction""] = solution[""E""][t] / 12000",src/q1/test_q1.py,92,test_csv_roundtrip_and_tamper_rejection,processed/result1.csv#soc_fraction
F057,docs/1/final/第一问_MILP_边际价值强化版.md,569,571,1200\sim10800\text{ kWh}.,安全范围,src/q1/model.py,137,"lower[index[""E""]], upper[index[""E""]] = e_min, e_max",src/q1/test_review.py,57,test_active_sets_use_current_limits_and_lower_space,raw/validation.json#main/metrics/11.3_soc_bound_violation_kwh
F058,docs/1/final/第一问_MILP_边际价值强化版.md,575,579,"\boxed{
1200\le E_t\le10800
}",安全范围,src/q1/model.py,137,"lower[index[""E""]], upper[index[""E""]] = e_min, e_max",src/q1/test_review.py,57,test_active_sets_use_current_limits_and_lower_space,raw/validation.json#main/metrics/11.3_soc_bound_violation_kwh
F060,docs/1/final/第一问_MILP_边际价值强化版.md,593,597,"\boxed{
E_0=6000\text{ kWh}.
}",初始时刻与6000kWh状态,src/q1/model.py,169,lb[n + t] = ub[n + t] = E_INITIAL if t == 0 else 0,src/q1/test_q1.py,71,test_corrupted_schedules_rejected,raw/validation.json#main/metrics/11.8_initial_error_kwh
F061,docs/1/final/第一问_MILP_边际价值强化版.md,605,607,0{:}00,初始时刻与6000kWh状态,src/q1/model.py,169,lb[n + t] = ub[n + t] = E_INITIAL if t == 0 else 0,src/q1/test_q1.py,71,test_corrupted_schedules_rejected,raw/validation.json#main/metrics/11.8_initial_error_kwh
F062,docs/1/final/第一问_MILP_边际价值强化版.md,611,613,24{:}00,终端时刻与6000kWh状态,src/q1/model.py,138,"lower[index[""E""][-1]] = upper[index[""E""][-1]] = E_INITIAL",src/q1/test_q1.py,71,test_corrupted_schedules_rejected,raw/validation.json#main/metrics/11.8_terminal_error_kwh
F063,docs/1/final/第一问_MILP_边际价值强化版.md,617,621,"\boxed{
E_{144}=E_0=6000.
}",终端时刻与6000kWh状态,src/q1/model.py,138,"lower[index[""E""][-1]] = upper[index[""E""][-1]] = E_INITIAL",src/q1/test_q1.py,71,test_corrupted_schedules_rejected,raw/validation.json#main/metrics/11.8_terminal_error_kwh
F065,docs/1/final/第一问_MILP_边际价值强化版.md,637,639,"0\le C_t\le Q_{\max},",充电Big-M及模式含义,src/q1/model.py,172,"a[2 * n + t, index[""u""][t]] = -qc",src/q1/test_analysis.py,148,test_independent_power_limits_and_csv_nonfinite_rejected,raw/validation.json#main/metrics/9_binary_coupling_violation_kwh
F069,docs/1/final/第一问_MILP_边际价值强化版.md,661,665,"\boxed{
0\le C_t\le Q_{\max}u_t
}",充电Big-M及模式含义,src/q1/model.py,172,"a[2 * n + t, index[""u""][t]] = -qc",src/q1/test_analysis.py,148,test_independent_power_limits_and_csv_nonfinite_rejected,raw/validation.json#main/metrics/9_binary_coupling_violation_kwh
F073,docs/1/final/第一问_MILP_边际价值强化版.md,691,693,u_t=0,充电Big-M及模式含义,src/q1/model.py,172,"a[2 * n + t, index[""u""][t]] = -qc",src/q1/test_analysis.py,148,test_independent_power_limits_and_csv_nonfinite_rejected,raw/validation.json#main/metrics/9_binary_coupling_violation_kwh
F074,docs/1/final/第一问_MILP_边际价值强化版.md,697,699,"C_t=0,",充电Big-M及模式含义,src/q1/model.py,172,"a[2 * n + t, index[""u""][t]] = -qc",src/q1/test_analysis.py,148,test_independent_power_limits_and_csv_nonfinite_rejected,raw/validation.json#main/metrics/9_binary_coupling_violation_kwh
F066,docs/1/final/第一问_MILP_边际价值强化版.md,641,643,"0\le D_t\le Q_{\max},",放电Big-M及模式含义,src/q1/model.py,174,"a[3 * n + t, index[""u""][t]] = qd",src/q1/test_analysis.py,148,test_independent_power_limits_and_csv_nonfinite_rejected,raw/validation.json#main/metrics/9_binary_coupling_violation_kwh
F070,docs/1/final/第一问_MILP_边际价值强化版.md,669,673,"\boxed{
0\le D_t\le Q_{\max}(1-u_t)
}",放电Big-M及模式含义,src/q1/model.py,174,"a[3 * n + t, index[""u""][t]] = qd",src/q1/test_analysis.py,148,test_independent_power_limits_and_csv_nonfinite_rejected,raw/validation.json#main/metrics/9_binary_coupling_violation_kwh
F071,docs/1/final/第一问_MILP_边际价值强化版.md,677,679,u_t=1,放电Big-M及模式含义,src/q1/model.py,174,"a[3 * n + t, index[""u""][t]] = qd",src/q1/test_analysis.py,148,test_independent_power_limits_and_csv_nonfinite_rejected,raw/validation.json#main/metrics/9_binary_coupling_violation_kwh
F072,docs/1/final/第一问_MILP_边际价值强化版.md,683,685,"D_t=0,",放电Big-M及模式含义,src/q1/model.py,174,"a[3 * n + t, index[""u""][t]] = qd",src/q1/test_analysis.py,148,test_independent_power_limits_and_csv_nonfinite_rejected,raw/validation.json#main/metrics/9_binary_coupling_violation_kwh
