source_file,source_line,section,source_text,implementation,tests,runtime_evidence,status
docs/2/dierwen1.md,17,2.1.2,为便于连续时间序列建模，本文首先将负荷和光伏数据统一转换为长表形式，并建立唯一连续时间索引。,src/q2/data.py:74-124;src/q2/data.py:61-71,src/q2/test_q2.py:36-44,timeseries.csv,implemented_and_checked
docs/2/dierwen1.md,19,2.1.2,重构后的数据结构如下：,src/q2/data.py:74-124;src/q2/data.py:61-71,src/q2/test_q2.py:36-44,timeseries.csv,implemented_and_checked
docs/2/dierwen1.md,21,2.1.2,| 日期 | 时间段 | 时间戳 | 日内序号 | 星期 | 月份 | 小区负荷/kW | 光伏功率/kW | 净负荷/kW |,src/q2/data.py:74-124;src/q2/data.py:61-71,src/q2/test_q2.py:36-44,timeseries.csv,implemented_and_checked
docs/2/dierwen1.md,22,2.1.2,|---|---|---|---:|---|---:|---:|---:|---:|,src/q2/data.py:74-124;src/q2/data.py:61-71,src/q2/test_q2.py:36-44,timeseries.csv,implemented_and_checked
docs/2/dierwen1.md,23,2.1.2,| 2025-01-01 | 00:00-00:10 | 2025-01-01 00:10 | 1 | 星期三 | 1 | ... | ... | ... |,src/q2/data.py:74-124;src/q2/data.py:61-71,src/q2/test_q2.py:36-44,timeseries.csv,implemented_and_checked
docs/2/dierwen1.md,24,2.1.2,| 2025-01-01 | 00:10-00:20 | 2025-01-01 00:20 | 2 | 星期三 | 1 | ... | ... | ... |,src/q2/data.py:74-124;src/q2/data.py:61-71,src/q2/test_q2.py:36-44,timeseries.csv,implemented_and_checked
docs/2/dierwen1.md,25,2.1.2,| ... | ... | ... | ... | ... | ... | ... | ... | ... |,src/q2/data.py:74-124;src/q2/data.py:61-71,src/q2/test_q2.py:36-44,timeseries.csv,implemented_and_checked
docs/2/dierwen1.md,26,2.1.2,| 2025-01-01 | 23:50-24:00 | 2025-01-02 00:00 | 144 | 星期三 | 1 | ... | ... | ... |,src/q2/data.py:74-124;src/q2/data.py:61-71,src/q2/test_q2.py:36-44,timeseries.csv,implemented_and_checked
docs/2/dierwen1.md,28,2.1.2,其中定义净负荷为小区负荷扣除光伏发电后的剩余功率需求，用于反映微网对外部电网和储能系统的实际供电压力。,src/q2/data.py:74-124;src/q2/data.py:61-71,src/q2/test_q2.py:36-44,timeseries.csv,implemented_and_checked
docs/2/dierwen1.md,30,2.1.2,全年共有,src/q2/data.py:74-124;src/q2/data.py:61-71,src/q2/test_q2.py:36-44,timeseries.csv,implemented_and_checked
docs/2/dierwen1.md,32,2.1.2,\[,src/q2/data.py:74-124;src/q2/data.py:61-71,src/q2/test_q2.py:36-44,timeseries.csv,implemented_and_checked
docs/2/dierwen1.md,33,2.1.2,365\times144=52560,src/q2/data.py:74-124;src/q2/data.py:61-71,src/q2/test_q2.py:36-44,timeseries.csv,implemented_and_checked
docs/2/dierwen1.md,34,2.1.2,\],src/q2/data.py:74-124;src/q2/data.py:61-71,src/q2/test_q2.py:36-44,timeseries.csv,implemented_and_checked
docs/2/dierwen1.md,36,2.1.2,个连续 10 min 时间观测点。,src/q2/data.py:74-124;src/q2/data.py:61-71,src/q2/test_q2.py:36-44,timeseries.csv,implemented_and_checked
docs/2/dierwen1.md,38,2.1.2,---,src/q2/data.py:74-124;src/q2/data.py:61-71,src/q2/test_q2.py:36-44,timeseries.csv,implemented_and_checked
docs/2/dierwen1.md,40,2.1.3,### 2.1.3 时间索引规范化,src/q2/data.py:37-58;src/q2/data.py:61-71;src/q2/backtest.py:80-113,src/q2/test_q2.py:46-59,timeseries.csv;rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,42,2.1.3,为保证预测模型与后续优化模型时间口径一致，本文统一采用**时间区间右端点**表示每个 10 min 时间段。,src/q2/data.py:37-58;src/q2/data.py:61-71;src/q2/backtest.py:80-113,src/q2/test_q2.py:46-59,timeseries.csv;rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,44,2.1.3,具体规定如下：,src/q2/data.py:37-58;src/q2/data.py:61-71;src/q2/backtest.py:80-113,src/q2/test_q2.py:46-59,timeseries.csv;rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,46,2.1.3,- `0:10` 表示 `0:00-0:10`；,src/q2/data.py:37-58;src/q2/data.py:61-71;src/q2/backtest.py:80-113,src/q2/test_q2.py:46-59,timeseries.csv;rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,47,2.1.3,- `0:20` 表示 `0:10-0:20`；,src/q2/data.py:37-58;src/q2/data.py:61-71;src/q2/backtest.py:80-113,src/q2/test_q2.py:46-59,timeseries.csv;rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,48,2.1.3,- ...,src/q2/data.py:37-58;src/q2/data.py:61-71;src/q2/backtest.py:80-113,src/q2/test_q2.py:46-59,timeseries.csv;rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,49,2.1.3,- `0:00+1` 表示当日 `23:50-24:00`，其对应时间戳为次日 `0:00`。,src/q2/data.py:37-58;src/q2/data.py:61-71;src/q2/backtest.py:80-113,src/q2/test_q2.py:46-59,timeseries.csv;rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,51,2.1.3,随后对全年时间索引进行完整性检查，要求任意两个相邻观测之间的时间间隔均为 10 min，且不存在重复时间点或时间断点。,src/q2/data.py:37-58;src/q2/data.py:61-71;src/q2/backtest.py:80-113,src/q2/test_q2.py:46-59,timeseries.csv;rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,53,2.1.3,预测阶段所有变量继续使用功率单位 kW；,src/q2/data.py:37-58;src/q2/data.py:61-71;src/q2/backtest.py:80-113,src/q2/test_q2.py:46-59,timeseries.csv;rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,53,2.1.3,进入购电调度模型后，再根据 10 min 时间长度将功率转换为对应电量 kWh，以避免预测阶段与优化阶段的单位混淆。,src/q2/data.py:37-58;src/q2/data.py:61-71;src/q2/backtest.py:80-113,src/q2/test_q2.py:46-59,timeseries.csv;rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,55,2.1.3,---,src/q2/data.py:37-58;src/q2/data.py:61-71;src/q2/backtest.py:80-113,src/q2/test_q2.py:46-59,timeseries.csv;rolling_folds.csv,implemented_and_checked
docs/2/dierwen1.md,57,2.1.4,### 2.1.4 数据完整性与物理一致性检验,src/q2/data.py:74-124;src/q2/data.py:135-158,src/q2/test_q2.py:36-44;src/q2/test_q2.py:80-83;src/q2/test_q2.py:85-87;src/q2/test_q2.py:89-91;src/q2/test_q2.py:93-95,quality_checks.csv;jump_context.csv;full_year_pv_zero_profile.csv,implemented_and_checked
docs/2/dierwen1.md,59,2.1.4,考虑到负荷和光伏均具有明显的时间连续性和物理约束，本文不采用简单的统计离群值删除，而采用“数据完整性检查—时序连续性检查—物理合理性检查”三级检验机制。,src/q2/data.py:74-124;src/q2/data.py:135-158,src/q2/test_q2.py:36-44;src/q2/test_q2.py:80-83;src/q2/test_q2.py:85-87;src/q2/test_q2.py:89-91;src/q2/test_q2.py:93-95,quality_checks.csv;jump_context.csv;full_year_pv_zero_profile.csv,implemented_and_checked
docs/2/dierwen1.md,61,2.1.4,主要检查内容如下：,src/q2/data.py:74-124;src/q2/data.py:135-158,src/q2/test_q2.py:36-44;src/q2/test_q2.py:80-83;src/q2/test_q2.py:85-87;src/q2/test_q2.py:89-91;src/q2/test_q2.py:93-95,quality_checks.csv;jump_context.csv;full_year_pv_zero_profile.csv,implemented_and_checked
docs/2/dierwen1.md,63,2.1.4,| 检查项目 | 判定原则 |,src/q2/data.py:74-124;src/q2/data.py:135-158,src/q2/test_q2.py:36-44;src/q2/test_q2.py:80-83;src/q2/test_q2.py:85-87;src/q2/test_q2.py:89-91;src/q2/test_q2.py:93-95,quality_checks.csv;jump_context.csv;full_year_pv_zero_profile.csv,implemented_and_checked
docs/2/dierwen1.md,64,2.1.4,|---|---|,src/q2/data.py:74-124;src/q2/data.py:135-158,src/q2/test_q2.py:36-44;src/q2/test_q2.py:80-83;src/q2/test_q2.py:85-87;src/q2/test_q2.py:89-91;src/q2/test_q2.py:93-95,quality_checks.csv;jump_context.csv;full_year_pv_zero_profile.csv,implemented_and_checked
docs/2/dierwen1.md,65,2.1.4,| 日期完整性 | 检查全年日期是否连续 |,src/q2/data.py:74-124;src/q2/data.py:135-158,src/q2/test_q2.py:36-44;src/q2/test_q2.py:80-83;src/q2/test_q2.py:85-87;src/q2/test_q2.py:89-91;src/q2/test_q2.py:93-95,quality_checks.csv;jump_context.csv;full_year_pv_zero_profile.csv,implemented_and_checked
docs/2/dierwen1.md,66,2.1.4,| 时间完整性 | 每日应包含 144 个 10 min 时间段 |,src/q2/data.py:74-124;src/q2/data.py:135-158,src/q2/test_q2.py:36-44;src/q2/test_q2.py:80-83;src/q2/test_q2.py:85-87;src/q2/test_q2.py:89-91;src/q2/test_q2.py:93-95,quality_checks.csv;jump_context.csv;full_year_pv_zero_profile.csv,implemented_and_checked
docs/2/dierwen1.md,67,2.1.4,| 重复记录 | 同一时间戳不得重复 |,src/q2/data.py:74-124;src/q2/data.py:135-158,src/q2/test_q2.py:36-44;src/q2/test_q2.py:80-83;src/q2/test_q2.py:85-87;src/q2/test_q2.py:89-91;src/q2/test_q2.py:93-95,quality_checks.csv;jump_context.csv;full_year_pv_zero_profile.csv,implemented_and_checked
docs/2/dierwen1.md,68,2.1.4,| 缺失数据 | 检查负荷与光伏是否存在空值 |,src/q2/data.py:74-124;src/q2/data.py:135-158,src/q2/test_q2.py:36-44;src/q2/test_q2.py:80-83;src/q2/test_q2.py:85-87;src/q2/test_q2.py:89-91;src/q2/test_q2.py:93-95,quality_checks.csv;jump_context.csv;full_year_pv_zero_profile.csv,implemented_and_checked
docs/2/dierwen1.md,69,2.1.4,| 负荷负值 | 视为明显物理异常 |,src/q2/data.py:74-124;src/q2/data.py:135-158,src/q2/test_q2.py:36-44;src/q2/test_q2.py:80-83;src/q2/test_q2.py:85-87;src/q2/test_q2.py:89-91;src/q2/test_q2.py:93-95,quality_checks.csv;jump_context.csv;full_year_pv_zero_profile.csv,implemented_and_checked
docs/2/dierwen1.md,70,2.1.4,| 光伏负值 | 视为明显物理异常 |,src/q2/data.py:74-124;src/q2/data.py:135-158,src/q2/test_q2.py:36-44;src/q2/test_q2.py:80-83;src/q2/test_q2.py:85-87;src/q2/test_q2.py:89-91;src/q2/test_q2.py:93-95,quality_checks.csv;jump_context.csv;full_year_pv_zero_profile.csv,implemented_and_checked
docs/2/dierwen1.md,71,2.1.4,| 夜间光伏为 0 | 属于正常物理现象，不进行异常处理 |,src/q2/data.py:74-124;src/q2/data.py:135-158,src/q2/test_q2.py:36-44;src/q2/test_q2.py:80-83;src/q2/test_q2.py:85-87;src/q2/test_q2.py:89-91;src/q2/test_q2.py:93-95,quality_checks.csv;jump_context.csv;full_year_pv_zero_profile.csv,implemented_and_checked
docs/2/dierwen1.md,72,2.1.4,| 单点突变 | 联合前后时刻及同类历史日期判断 |,src/q2/data.py:74-124;src/q2/data.py:135-158,src/q2/test_q2.py:36-44;src/q2/test_q2.py:80-83;src/q2/test_q2.py:85-87;src/q2/test_q2.py:89-91;src/q2/test_q2.py:93-95,quality_checks.csv;jump_context.csv;full_year_pv_zero_profile.csv,implemented_and_checked
docs/2/dierwen1.md,73,2.1.4,| 连续低光伏 | 可能来源于天气变化，不直接视为异常 |,src/q2/data.py:74-124;src/q2/data.py:135-158,src/q2/test_q2.py:36-44;src/q2/test_q2.py:80-83;src/q2/test_q2.py:85-87;src/q2/test_q2.py:89-91;src/q2/test_q2.py:93-95,quality_checks.csv;jump_context.csv;full_year_pv_zero_profile.csv,implemented_and_checked
docs/2/dierwen1.md,75,2.1.4,对于满足物理规律但偏离总体统计分布的数据，不进行人为平滑或删除。,src/q2/data.py:74-124;src/q2/data.py:135-158,src/q2/test_q2.py:36-44;src/q2/test_q2.py:80-83;src/q2/test_q2.py:85-87;src/q2/test_q2.py:89-91;src/q2/test_q2.py:93-95,quality_checks.csv;jump_context.csv;full_year_pv_zero_profile.csv,implemented_and_checked
docs/2/dierwen1.md,75,2.1.4,其原因在于问题 2 的核心之一正是刻画负荷和光伏的不确定波动，过度平滑会压缩真实预测误差，从而使后续随机场景和风险优化结果失真。,src/q2/data.py:74-124;src/q2/data.py:135-158,src/q2/test_q2.py:36-44;src/q2/test_q2.py:80-83;src/q2/test_q2.py:85-87;src/q2/test_q2.py:89-91;src/q2/test_q2.py:93-95,quality_checks.csv;jump_context.csv;full_year_pv_zero_profile.csv,implemented_and_checked
docs/2/dierwen1.md,77,2.1.4,因此，数据清洗的主要目标不是改变原始数据，而是消除数据格式、时间索引和明显物理错误造成的干扰。,src/q2/data.py:74-124;src/q2/data.py:135-158,src/q2/test_q2.py:36-44;src/q2/test_q2.py:80-83;src/q2/test_q2.py:85-87;src/q2/test_q2.py:89-91;src/q2/test_q2.py:93-95,quality_checks.csv;jump_context.csv;full_year_pv_zero_profile.csv,implemented_and_checked
docs/2/dierwen1.md,79,2.1.4,---,src/q2/data.py:74-124;src/q2/data.py:135-158,src/q2/test_q2.py:36-44;src/q2/test_q2.py:80-83;src/q2/test_q2.py:85-87;src/q2/test_q2.py:89-91;src/q2/test_q2.py:93-95,quality_checks.csv;jump_context.csv;full_year_pv_zero_profile.csv,implemented_and_checked
docs/2/dierwen1.md,81,2.1.5,### 2.1.5 基础时间序列构造,src/q2/data.py:74-124;src/q2/diagnostics.py:43-71;src/q2/backtest.py:54-77,src/q2/test_q2.py:36-44;src/q2/test_q2.py:166-182,timeseries.csv;full_year_daily_statistics.csv;full_year_profiles.csv,implemented_and_checked
docs/2/dierwen1.md,83,2.1.5,在完成数据清洗后，分别构造以下三类连续时间序列：,src/q2/data.py:74-124;src/q2/diagnostics.py:43-71;src/q2/backtest.py:54-77,src/q2/test_q2.py:36-44;src/q2/test_q2.py:166-182,timeseries.csv;full_year_daily_statistics.csv;full_year_profiles.csv,implemented_and_checked
docs/2/dierwen1.md,85,2.1.5,#### （1）小区负荷序列,src/q2/data.py:74-124;src/q2/diagnostics.py:43-71;src/q2/backtest.py:54-77,src/q2/test_q2.py:36-44;src/q2/test_q2.py:166-182,timeseries.csv;full_year_daily_statistics.csv;full_year_profiles.csv,implemented_and_checked
docs/2/dierwen1.md,87,2.1.5,用于刻画居民侧用电需求的时间变化规律，重点分析：,src/q2/data.py:74-124;src/q2/diagnostics.py:43-71;src/q2/backtest.py:54-77,src/q2/test_q2.py:36-44;src/q2/test_q2.py:166-182,timeseries.csv;full_year_daily_statistics.csv;full_year_profiles.csv,implemented_and_checked
docs/2/dierwen1.md,89,2.1.5,- 日内峰谷规律；,src/q2/data.py:74-124;src/q2/diagnostics.py:43-71;src/q2/backtest.py:54-77,src/q2/test_q2.py:36-44;src/q2/test_q2.py:166-182,timeseries.csv;full_year_daily_statistics.csv;full_year_profiles.csv,implemented_and_checked
docs/2/dierwen1.md,90,2.1.5,- 工作日与周末差异；,src/q2/data.py:74-124;src/q2/diagnostics.py:43-71;src/q2/backtest.py:54-77,src/q2/test_q2.py:36-44;src/q2/test_q2.py:166-182,timeseries.csv;full_year_daily_statistics.csv;full_year_profiles.csv,implemented_and_checked
docs/2/dierwen1.md,91,2.1.5,- 周周期；,src/q2/data.py:74-124;src/q2/diagnostics.py:43-71;src/q2/backtest.py:54-77,src/q2/test_q2.py:36-44;src/q2/test_q2.py:166-182,timeseries.csv;full_year_daily_statistics.csv;full_year_profiles.csv,implemented_and_checked
docs/2/dierwen1.md,92,2.1.5,- 月度及季节变化；,src/q2/data.py:74-124;src/q2/diagnostics.py:43-71;src/q2/backtest.py:54-77,src/q2/test_q2.py:36-44;src/q2/test_q2.py:166-182,timeseries.csv;full_year_daily_statistics.csv;full_year_profiles.csv,implemented_and_checked
docs/2/dierwen1.md,93,2.1.5,- 短期时间依赖关系。,src/q2/data.py:74-124;src/q2/diagnostics.py:43-71;src/q2/backtest.py:54-77,src/q2/test_q2.py:36-44;src/q2/test_q2.py:166-182,timeseries.csv;full_year_daily_statistics.csv;full_year_profiles.csv,implemented_and_checked
docs/2/dierwen1.md,95,2.1.5,#### （2）光伏实际发电功率序列,src/q2/data.py:74-124;src/q2/diagnostics.py:43-71;src/q2/backtest.py:54-77,src/q2/test_q2.py:36-44;src/q2/test_q2.py:166-182,timeseries.csv;full_year_daily_statistics.csv;full_year_profiles.csv,implemented_and_checked
docs/2/dierwen1.md,97,2.1.5,用于刻画光伏供给侧变化规律，重点分析：,src/q2/data.py:74-124;src/q2/diagnostics.py:43-71;src/q2/backtest.py:54-77,src/q2/test_q2.py:36-44;src/q2/test_q2.py:166-182,timeseries.csv;full_year_daily_statistics.csv;full_year_profiles.csv,implemented_and_checked
docs/2/dierwen1.md,99,2.1.5,- 昼夜周期；,src/q2/data.py:74-124;src/q2/diagnostics.py:43-71;src/q2/backtest.py:54-77,src/q2/test_q2.py:36-44;src/q2/test_q2.py:166-182,timeseries.csv;full_year_daily_statistics.csv;full_year_profiles.csv,implemented_and_checked
docs/2/dierwen1.md,100,2.1.5,- 日间峰值及峰值出现时刻；,src/q2/data.py:74-124;src/q2/diagnostics.py:43-71;src/q2/backtest.py:54-77,src/q2/test_q2.py:36-44;src/q2/test_q2.py:166-182,timeseries.csv;full_year_daily_statistics.csv;full_year_profiles.csv,implemented_and_checked
docs/2/dierwen1.md,101,2.1.5,- 相邻日期连续性；,src/q2/data.py:74-124;src/q2/diagnostics.py:43-71;src/q2/backtest.py:54-77,src/q2/test_q2.py:36-44;src/q2/test_q2.py:166-182,timeseries.csv;full_year_daily_statistics.csv;full_year_profiles.csv,implemented_and_checked
docs/2/dierwen1.md,102,2.1.5,- 不同月份发电水平差异；,src/q2/data.py:74-124;src/q2/diagnostics.py:43-71;src/q2/backtest.py:54-77,src/q2/test_q2.py:36-44;src/q2/test_q2.py:166-182,timeseries.csv;full_year_daily_statistics.csv;full_year_profiles.csv,implemented_and_checked
docs/2/dierwen1.md,103,2.1.5,- 短期随机波动。,src/q2/data.py:74-124;src/q2/diagnostics.py:43-71;src/q2/backtest.py:54-77,src/q2/test_q2.py:36-44;src/q2/test_q2.py:166-182,timeseries.csv;full_year_daily_statistics.csv;full_year_profiles.csv,implemented_and_checked
docs/2/dierwen1.md,105,2.1.5,#### （3）净负荷序列,src/q2/data.py:74-124;src/q2/diagnostics.py:43-71;src/q2/backtest.py:54-77,src/q2/test_q2.py:36-44;src/q2/test_q2.py:166-182,timeseries.csv;full_year_daily_statistics.csv;full_year_profiles.csv,implemented_and_checked
docs/2/dierwen1.md,107,2.1.5,净负荷反映负荷需求与光伏供给共同作用后的实际外部供电压力，是后续购电决策和储能调度直接面对的核心状态量。,src/q2/data.py:74-124;src/q2/diagnostics.py:43-71;src/q2/backtest.py:54-77,src/q2/test_q2.py:36-44;src/q2/test_q2.py:166-182,timeseries.csv;full_year_daily_statistics.csv;full_year_profiles.csv,implemented_and_checked
docs/2/dierwen1.md,109,2.1.5,因此，虽然预测阶段分别对负荷和光伏进行建模，但模型评价阶段同时关注净负荷预测误差。,src/q2/data.py:74-124;src/q2/diagnostics.py:43-71;src/q2/backtest.py:54-77,src/q2/test_q2.py:36-44;src/q2/test_q2.py:166-182,timeseries.csv;full_year_daily_statistics.csv;full_year_profiles.csv,implemented_and_checked
docs/2/dierwen1.md,111,2.1.5,---,src/q2/data.py:74-124;src/q2/diagnostics.py:43-71;src/q2/backtest.py:54-77,src/q2/test_q2.py:36-44;src/q2/test_q2.py:166-182,timeseries.csv;full_year_daily_statistics.csv;full_year_profiles.csv,implemented_and_checked
docs/2/dierwen1.md,113,2.1.6,### 2.1.6 日内、周内与月度规律分析,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,115,2.1.6,在正式建立预测模型之前，首先通过描述性分析判断时间序列是否具有稳定的周期结构。,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,117,2.1.6,#### （1）连续多日时序曲线,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,119,2.1.6,分别绘制连续 7 天及连续 30 天的：,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,121,2.1.6,- 小区负荷曲线；,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,122,2.1.6,- 光伏功率曲线；,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,123,2.1.6,- 净负荷曲线。,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,125,2.1.6,用于观察相邻日期之间的连续性以及日内曲线是否存在重复模式。,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,127,2.1.6,#### （2）日期—时间热力图,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,129,2.1.6,分别以日期为纵轴、日内时间为横轴、功率大小为颜色强度，绘制负荷和光伏全年热力图。,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,131,2.1.6,热力图主要用于识别：,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,133,2.1.6,- 日周期；,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,134,2.1.6,- 季节变化；,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
docs/2/dierwen1.md,135,2.1.6,- 异常日期；,src/q2/diagnostics.py:43-71;src/q2/figures.py:18-160,src/q2/test_q2.py:244-254;src/q2/test_q2.py:293-312,figures/timeseries_7d.png;figures/timeseries_30d.png;figures/annual_heatmaps.png;figures/monthly_profiles.png;figures/weekday_profiles.png;figures/weekday_weekend.png,implemented_and_checked
